Code Type,DenialCode,DenialReason,DenialCategory,FinalSteps
CARC,210,Claim not submitted by network provider,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,211,National Drug Codes (NDC) not eligible for rebate,Reimbursement Adjustment,Post as payment adjustment
CARC,212,Administrative surcharge,Reimbursement Adjustment,Post as payment adjustment
CARC,213,Non-compliance with prior authorization/utilization management,No Authorization,"Check IBMi for existing authorization for the billed procedure code.
If yes, submit a corrected claim including the authorization number.
If no, proceed to Step 2.
Review the EMR to determine whether any authorization document is available.
If yes, verify whether an authorization number is included:
If an auth# is present, add it to the claim and submit a corrected claim.
If no auth# is present or the document is incomplete, proceed to Step 3.
If no authorization document is available, proceed to Step 3.
Contact the payer to determine whether retroactive authorization is accepted.
If yes, escalate to the RBCO/Centre teams to obtain retro authorization for billing.
If no, adjust the balance, as no valid authorization was obtained.
Verify pricing in IBMi:
Check whether “Prior Auth Approval” is marked as Y or N.
If it is marked N, escalate to the RBCO/Centre teams to update the pricing to Y for the procedure code so that future claims will be held in IBMi until an authorization is secured."
CARC,214,Deductible exceeded due to coordination of benefits,Patient Responsibility,Bill patient
CARC,215,Based on subrogation of a third party settlement,Reimbursement Adjustment,Post as payment adjustment
CARC,216,Based on prior payer's information,Reimbursement Adjustment,Verify prior payer adjudication
CARC,217,Processed based on multiple or concurrent procedures,Bundled Services,No further action - bundled
CARC,218,Paid to the patient because assignment was not accepted,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,219,Processed based on ancillary service/product,Bundled Services,No further action - bundled
CARC,220,Penalty or interest payment,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,221,Workers' Compensation offset,Reimbursement Adjustment,Post as payment adjustment
CARC,222,Exceeds the contracted maximum number of hours/days/units,Maximum Benefit Met,"Verify the allowable units for the procedure code and compare them with the units billed on the claim.
Review the account history and notes to identify any prior updates or adjustment activity related to the invoice.
Contact the payer or check the payer’s web portal to confirm whether the patient’s benefit has been exhausted—either in terms of units or dollar allowances.
If the benefit is exhausted based on units:
Review the history to determine whether payment was previously received.
If payment was received and the allowable units have been fully used, adjust the invoice accordingly.
If payment was not received previously, request reprocessing of the claim.
If the benefit is exhausted based on dollars:
Review the history to confirm whether full payment was received.
If the allowed amount has been fully met, adjust the invoice.
If the allowed amount has not been fully met, request reprocessing."
CARC,223,Adjust code not valid for date of service,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,224,Patient identification compromised by identity theft,Awaiting Eligibility Information,"Review the remark code to determine whether any specific details are indicated (e.g., invalid or missing member name, date of birth, or policy number).
Verify eligibility through the available portal or by phone. Confirm whether the patient was active or inactive on the date of service (DOS), including validation of the patient’s name, date of birth, and policy ID number.
If the patient is inactive, determine whether additional payer information is available:
If yes, submit an IVF form to add the information in IBMi.
If the information has already been added in IBMi, submit a spreadsheet review request to rebook the invoice to the active payer.
If no additional active payer is identified, submit an IVF form to run eligibility or contact the patient for updated information.
If the patient is active, contact the payer and request claim reprocessing."
CARC,225,Penalty for failure to document timely filing appeal,Timely Filing,Follow timely filing appeal procedures
CARC,226,Information requested from the Billing/Rendering Provider not provided,Additional information requested,"Review the remark code to determine the specific additional information requested by the insurance payer.
Examine prior documentation and notes to verify whether the requested information has already been submitted.
If the information has been submitted, follow up on the claim status through a phone call or the payer’s online portal. If it has not been submitted, proceed to verify the availability of the required document.
If the requested document is available, transmit it to the payer via fax or email. If the document is not available, escalate the matter to the RBCO or the appropriate center team for resolution."
CARC,227,Information requested from the patient/insured not provided,Additional information requested,"Review the remark code to determine the specific additional information requested by the insurance payer.
Examine prior documentation and notes to verify whether the requested information has already been submitted.
If the information has been submitted, follow up on the claim status through a phone call or the payer’s online portal. If it has not been submitted, proceed to verify the availability of the required document.
If the requested document is available, transmit it to the payer via fax or email. If the document is not available, escalate the matter to the RBCO or the appropriate center team for resolution."
CARC,228,Denied for failure of provider to update claims/eligibility data,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,229,Partial charge/unit amount not on file,Require Pricing Information,"Contact the payer to clarify why pricing information is required for the claim.
Verify in the history whether the same HCPCS code has previously been billed and paid.
If yes, request reprocessing of the claim.
If no, proceed to Step 3.
Check the EMR to determine whether the required pricing information is available.
If available, submit the pricing details to the payer via fax or email.
If the pricing information is not available, escalate the request to the RBCO or Centre teams to obtain the required pricing details."
CARC,230,Services provided are for an unproven off-label use,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,231,Mutually exclusive procedures cannot be done in the same day,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,232,Institutional transfer amount,Reimbursement Adjustment,Post as payment adjustment
CARC,233,Claim overlaps home health agency admission and discharge,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,234,This procedure is not paid separately,Bundled Services,No further action - bundled
CARC,235,Sales tax,Reimbursement Adjustment,Post as payment adjustment
CARC,236,Legislated/regulatory penalty,Reimbursement Adjustment,Post as payment adjustment
CARC,237,Legislated/regulatory add-on,Reimbursement Adjustment,Post as payment adjustment
CARC,238,Claim submitted with missing information,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,239,Claim submitted with invalid information,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,240,The diagnosis is inconsistent with the patient's birth weight,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,241,Low birth weight not met,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,242,Services not provided by preferred network providers,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,243,Service not performed by provider/physician specialist,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,244,Payment reduced due to Third Party Liability,TFL,"Verify the bill date and determine the timely filing limit for the payer.
If the claim was billed within the timely filing period, contact the payer and request reprocessing.
If the claim was not billed within the timely filing period, check the clearinghouse to determine whether Proof of Timely Filing (POTF) is available.
If POTF is available, submit it to the payer via fax or email.
If no POTF is available and the denial is confirmed as a valid timely filing denial, adjust the claim as past timely."
CARC,245,Provider is contracted and claim must be submitted by facility or other entity,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,246,Processed under Medicaid managed care plan,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,247,Claim has been rejected as provider has not provided adequate documentation,MR Needed,"Confirm the type of medical records required by contacting the payer via phone or checking the payer’s web portal.
Review the account history and notes to determine whether the medical records have already been submitted.
If the records have been submitted, follow up on the claim status via phone or the web portal.
If the records have not been submitted, proceed to Step 3.
Check the EMR to verify whether the requested medical records are available.
If the records are available, submit them to the payer via fax or email.
If the records are not available, escalate the request to the RBCO or Centre teams to obtain the required documentation."
CARC,248,Claim has been denied as services were not provided by approved provider,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,249,This claim has been identified as a readmission,Reimbursement Adjustment,Review readmission policy
CARC,250,Adjustment based on claim submission,Reimbursement Adjustment,Post as payment adjustment
CARC,251,Attachment/other documentation not received in timely manner,Additional information requested,"Review the remark code to determine the specific additional information requested by the insurance payer.
Examine prior documentation and notes to verify whether the requested information has already been submitted.
If the information has been submitted, follow up on the claim status through a phone call or the payer’s online portal. If it has not been submitted, proceed to verify the availability of the required document.
If the requested document is available, transmit it to the payer via fax or email. If the document is not available, escalate the matter to the RBCO or the appropriate center team for resolution."
CARC,252,Attachment/other documentation received,Informational,No action required
CARC,253,Sequestration - reduction in federal payment,Reimbursement Adjustment,Post as payment adjustment
CARC,254,Claim received by payer's contracted/related entity,Awaiting Eligibility Information,"Review the remark code to determine whether any specific details are indicated (e.g., invalid or missing member name, date of birth, or policy number).
Verify eligibility through the available portal or by phone. Confirm whether the patient was active or inactive on the date of service (DOS), including validation of the patient’s name, date of birth, and policy ID number.
If the patient is inactive, determine whether additional payer information is available:
If yes, submit an IVF form to add the information in IBMi.
If the information has already been added in IBMi, submit a spreadsheet review request to rebook the invoice to the active payer.
If no additional active payer is identified, submit an IVF form to run eligibility or contact the patient for updated information.
If the patient is active, contact the payer and request claim reprocessing."
CARC,255,Additional payment for Dental/Vision services,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,256,Service not payable per managed care contract,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,257,Missing/incomplete/invalid provider or supplier signature,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,258,Claim submitted with missing/incomplete/invalid patient or authorized representative signature,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,259,Additional payment for Hospice services,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,260,Processed under Medicaid ACA 1115 demonstration/waiver,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,261,The procedure or service is inconsistent with the patient's history,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,262,Adjustment for delivery,Reimbursement Adjustment,Post as payment adjustment
CARC,263,Adjustment for shipping,Reimbursement Adjustment,Post as payment adjustment
CARC,264,Processed under OPPS,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,265,Claim/service spans multiple months,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,266,Appeal time limits not met,Timely Filing,Cannot appeal - time limit expired
CARC,267,Claim adjusted due to CMS PERT,Reimbursement Adjustment,Post as payment adjustment
CARC,268,Claim adjudicated and payment issued to another party,Paid Claims,"Check IBMi for the EOB (Explanation of Benefits).
If the EOB is available, document all payment details and submit them for payment posting.
If no EOB is available, obtain the payment details by contacting the payer via phone or reviewing the payer’s web portal.
Verify the mode of payment (check or EFT) and record all check/EFT details, then submit the information for payment posting.
If payment was issued 15 or more days ago and no payment has been posted or received, contact the payer to request a check tracer number, confirming the mailing address on file is correct."
CARC,269,Anesthesia not covered for this service,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,270,Claim received by the dental plan but benefits not available,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,271,Prior contractual reductions,Contractual Adjustment,No further action
CARC,272,Coverage/program guidelines were not met,Medical Necessity,"Review the account history to determine whether the same HCPCS code has been previously billed and paid.
If yes, contact the payer and request reprocessing of the claim.
If no, ask the payer to specify the documentation required to establish medical necessity.
Check the EMR to verify whether the requested documents are available.
If the documents are available, send them to the payer via fax or email.
If the documents are not available, escalate the request to the RBCO or Centre teams to obtain the necessary documentation."
CARC,273,Claim received by dental plan but primary care benefits not available,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,274,Procedure/service was provided as part of a screening service,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,275,"Prior payer's (or payers') patient responsibility (deductible, coinsurance, copayment)",Patient Responsibility,Bill patient for prior payer responsibility
CARC,276,Services denied by the prior payer(s) are not covered by this payer,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,277,Denied/reduced due to Medical Savings Account provisions,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,278,Denied/reduced for failure to obtain a Certification of Medical Necessity,DME Certification needed,"Review the account history and notes to determine whether the DME certificate has already been submitted to the payer.
If the DME certificate has been submitted, verify the updated claim status via the payer’s web portal or by phone.
If the DME certificate has not been submitted, check whether it is available in the EMR.  If it is available, send the DME certificate to the payer via fax or email.
If the DME certificate is not available, escalate the request to the RBCO or centre teams to obtain the required document."
CARC,279,Denied/reduced for failure to provide appropriate consent forms,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,280,Denied/reduced based on procedure code submitted by chiropractor,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
CARC,281,Denied/reduced - no valid National Drug Code on file,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,282,Denied/reduced - the submitted prescription/order is not current,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,283,Attending provider is not eligible to provide direction of care,Missing or Invalid Information,"Review the remark code to determine which information is missing or invalid.
Examine prior notes to confirm whether the missing or incorrect information has already been submitted to the payer or corrected in the system.
If yes, follow up on the claim by checking the updated status via the payer’s web portal or by phone.
If no, verify whether the required information is available in IBMi.
If the information is available, either send it to the payer via fax or email, or make the necessary correction and submit a corrected claim.
If the information is not available, escalate the request to the RBCO or centre teams for resolution."
CARC,284,Denied/reduced - patient does not reside in service area,Not Eligible,"Review the patient’s eligibility to determine the reason for ineligibility.
Verify whether the patient has DME benefits.
If DME benefits are not covered, escalate for patient contact to obtain updated insurance information.
If DME benefits are covered, contact the payer and request reprocessing of the claim."
CARC,285,Appeal upheld,Denied on Appeal,No further action - denial upheld
CARC,286,Appeal denied,Denied on Appeal,Consider external review
CARC,287,Appeal information not received,Additional information requested,"Review the remark code to determine the specific additional information requested by the insurance payer.
Examine prior documentation and notes to verify whether the requested information has already been submitted.
If the information has been submitted, follow up on the claim status through a phone call or the payer’s online portal. If it has not been submitted, proceed to verify the availability of the required document.
If the requested document is available, transmit it to the payer via fax or email. If the document is not available, escalate the matter to the RBCO or the appropriate center team for resolution."
CARC,288,Claim was not filed in a timely manner,Timely Filing,Appeal with proof of timely filing
CARC,289,Claim denied due to incomplete/invalid prior authorization,No Authorization,"Check IBMi for existing authorization for the billed procedure code.
If yes, submit a corrected claim including the authorization number.
If no, proceed to Step 2.
Review the EMR to determine whether any authorization document is available.
If yes, verify whether an authorization number is included:
If an auth# is present, add it to the claim and submit a corrected claim.
If no auth# is present or the document is incomplete, proceed to Step 3.
If no authorization document is available, proceed to Step 3.
Contact the payer to determine whether retroactive authorization is accepted.
If yes, escalate to the RBCO/Centre teams to obtain retro authorization for billing.
If no, adjust the balance, as no valid authorization was obtained.
Verify pricing in IBMi:
Check whether “Prior Auth Approval” is marked as Y or N.
If it is marked N, escalate to the RBCO/Centre teams to update the pricing to Y for the procedure code so that future claims will be held in IBMi until an authorization is secured."
CARC,290,Claim denied due to appeal decision,Denied on Appeal,No further action
CARC,291,Claim denied due to commercial coverage,Claim Submitted to incorrect payor,"Verify whether the claim was submitted to an incorrect payer or if the issue is related to an incorrect payer ID, mailing address, or plan information.
Confirm whether the correct payer details are available in IBMi.
If the correct payer information is present and already added in IBMi, submit a spreadsheet review request for appropriate rebooking.
If the correct payer information is not available, contact the payer to confirm the appropriate billing entity or responsible party. Once confirmed, submit an IVF form to update and bill the claim to the correct payer.
If the timely filing limit (TFL) has passed for billing the correct payer, make the required adjustments and submit a spreadsheet review request to rebook other rentals as necessary."
CARC,292,Claim adjusted due to prior overpayment,Payment Reversal,Refund overpayment
CARC,293,Claim denied due to managed care plan decision,Non Covered Charges,"Verify whether the procedure code is non-covered under either the provider or the patient.
If the procedure code is non-covered under the provider:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, identify the reason the procedure code is considered non-covered.
Review the account history and notes for any relevant information.
If no supporting information is found, escalate for further review.
If it is confirmed as non-covered per Medicare guidelines, adjust the invoice accordingly.
If the procedure code is non-covered under the patient:
Review the history to determine whether payment was previously received for the same code.
If yes, contact the payer and request reprocessing.
If no, verify the patient’s eligibility to confirm benefit information and escalate to the RBCO/Centre teams to bill the patient directly."
